PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,Note1,Note2,Note3,LDB
USA,01,2003,2003,11,1,257,O,320094,.,.,.,1
USA,01,2003,2003,12,1,257,O,343579,.,.,.,1
USA,01,2003,2003,TOT,1,257,O,4089950,.,.,.,1
USA,01,2004,2004,1,1,257,O,332907,.,.,.,1
USA,01,2004,2004,2,1,257,O,315821,.,.,.,1
USA,01,2004,2004,3,1,257,O,346348,.,.,.,1
USA,01,2004,2004,4,1,257,O,333335,.,.,.,1
USA,01,2004,2004,5,1,257,O,337651,.,.,.,1
USA,01,2004,2004,6,1,257,O,344881,.,.,.,1
USA,01,2004,2004,7,1,257,O,359426,.,.,.,1
USA,01,2004,2004,8,1,257,O,355408,.,.,.,1
USA,01,2004,2004,9,1,257,O,356033,.,.,.,1
USA,01,2004,2004,10,1,257,O,348466,.,.,.,1
USA,01,2004,2004,11,1,257,O,335704,.,.,.,1
USA,01,2004,2004,12,1,257,O,346072,.,.,.,1
USA,01,2004,2004,TOT,1,257,O,4112052,.,.,.,1
USA,01,2005,2005,1,1,257,O,331478,.,.,.,1
USA,01,2005,2005,2,1,257,O,309620,.,.,.,1
USA,01,2005,2005,3,1,257,O,349321,.,.,.,1
USA,01,2005,2005,4,1,257,O,332477,.,.,.,1
USA,01,2005,2005,5,1,257,O,346276,.,.,.,1
USA,01,2005,2005,6,1,257,O,350879,.,.,.,1
USA,01,2005,2005,7,1,257,O,357053,.,.,.,1
USA,01,2005,2005,8,1,257,O,369316,.,.,.,1
USA,01,2005,2005,9,1,257,O,363369,.,.,.,1
USA,01,2005,2005,10,1,257,O,344639,.,.,.,1
USA,01,2005,2005,11,1,257,O,335667,.,.,.,1
USA,01,2005,2005,12,1,257,O,348254,.,.,.,1
USA,01,2005,2005,TOT,1,257,O,4138349,.,.,.,1
USA,01,2006,2006,1,1,257,O,340297,.,.,.,1
USA,01,2006,2006,2,1,257,O,319235,.,.,.,1
USA,01,2006,2006,3,1,257,O,356786,.,.,.,1
USA,01,2006,2006,4,1,257,O,329809,.,.,.,1
USA,01,2006,2006,5,1,257,O,355437,.,.,.,1
USA,01,2006,2006,6,1,257,O,358251,.,.,.,1
USA,01,2006,2006,7,1,257,O,367934,.,.,.,1
USA,01,2006,2006,8,1,257,O,387798,.,.,.,1
USA,01,2006,2006,9,1,257,O,374711,.,.,.,1
USA,01,2006,2006,10,1,257,O,367354,.,.,.,1
USA,01,2006,2006,11,1,257,O,351832,.,.,.,1
USA,01,2006,2006,12,1,257,O,356111,.,.,.,1
USA,01,2006,2006,TOT,1,257,O,4265555,.,.,.,1
USA,01,2007,2007,1,1,257,O,354943,.,.,.,1
USA,01,2007,2007,2,1,257,O,326891,.,.,.,1
USA,01,2007,2007,3,1,257,O,360828,.,.,.,1
USA,01,2007,2007,4,1,257,O,338224,.,.,.,1
USA,01,2007,2007,5,1,257,O,362319,.,.,.,1
USA,01,2007,2007,6,1,257,O,358606,.,.,.,1
USA,01,2007,2007,7,1,257,O,379616,.,.,.,1
USA,01,2007,2007,8,1,257,O,390378,.,.,.,1
USA,01,2007,2007,9,1,257,O,366904,.,.,.,1
USA,01,2007,2007,10,1,257,O,369324,.,.,.,1
USA,01,2007,2007,11,1,257,O,353660,.,.,.,1
USA,01,2007,2007,12,1,257,O,354540,.,.,.,1
USA,01,2007,2007,TOT,1,257,O,4316233,.,.,.,1
USA,01,2008,2008,1,1,257,O,356457,.,.,.,1
USA,01,2008,2008,2,1,257,O,338521,.,.,.,1
USA,01,2008,2008,3,1,257,O,350630,.,.,.,1
USA,01,2008,2008,4,1,257,O,346397,.,.,.,1
USA,01,2008,2008,5,1,257,O,354886,.,.,.,1
USA,01,2008,2008,6,1,257,O,348587,.,.,.,1
USA,01,2008,2008,7,1,257,O,375384,.,.,.,1
USA,01,2008,2008,8,1,257,O,373333,.,.,.,1
USA,01,2008,2008,9,1,257,O,367965,.,.,.,1
USA,01,2008,2008,10,1,257,O,357875,.,.,.,1
USA,01,2008,2008,11,1,257,O,323788,.,.,.,1
USA,01,2008,2008,12,1,257,O,353871,.,.,.,1
USA,01,2008,2008,TOT,1,257,O,4247694,.,.,.,1
USA,01,2009,2009,1,1,257,O,337980,.,.,.,1
USA,01,2009,2009,2,1,257,O,316641,.,.,.,1
USA,01,2009,2009,3,1,257,O,347803,.,.,.,1
USA,01,2009,2009,4,1,257,O,337272,.,.,.,1
USA,01,2009,2009,5,1,257,O,345257,.,.,.,1
USA,01,2009,2009,6,1,257,O,346971,.,.,.,1
USA,01,2009,2009,7,1,257,O,368450,.,.,.,1
USA,01,2009,2009,8,1,257,O,359554,.,.,.,1
USA,01,2009,2009,9,1,257,O,361922,.,.,.,1
USA,01,2009,2009,10,1,257,O,347625,.,.,.,1
USA,01,2009,2009,11,1,257,O,320195,.,.,.,1
USA,01,2009,2009,12,1,257,O,340995,.,.,.,1
USA,01,2009,2009,TOT,1,257,O,4130665,.,.,.,1
USA,01,2010,2010,1,1,257,O,323249,.,.,.,1
USA,01,2010,2010,2,1,257,O,301994,.,.,.,1
USA,01,2010,2010,3,1,257,O,338613,.,.,.,1
USA,01,2010,2010,4,1,257,O,325028,.,.,.,1
USA,01,2010,2010,5,1,257,O,328273,.,.,.,1
USA,01,2010,2010,6,1,257,O,334535,.,.,.,1
USA,01,2010,2010,7,1,257,O,345199,.,.,.,1
USA,01,2010,2010,8,1,257,O,349747,.,.,.,1
USA,01,2010,2010,9,1,257,O,350745,.,.,.,1
USA,01,2010,2010,10,1,257,O,336809,.,.,.,1
USA,01,2010,2010,11,1,257,O,326220,.,.,.,1
USA,01,2010,2010,12,1,257,O,338974,.,.,.,1
USA,01,2010,2010,TOT,1,257,O,3999386,.,.,.,1
USA,01,2011,2011,1,1,267,O,320477,.,.,.,1
USA,01,2011,2011,2,1,267,O,297961,.,.,.,1
USA,01,2011,2011,3,1,267,O,330151,.,.,.,1
USA,01,2011,2011,4,1,267,O,313275,.,.,.,1
USA,01,2011,2011,5,1,267,O,326647,.,.,.,1
USA,01,2011,2011,6,1,267,O,337280,.,.,.,1
USA,01,2011,2011,7,1,267,O,345560,.,.,.,1
USA,01,2011,2011,8,1,267,O,359404,.,.,.,1
USA,01,2011,2011,9,1,267,O,345548,.,.,.,1
USA,01,2011,2011,10,1,267,O,328488,.,.,.,1
USA,01,2011,2011,11,1,267,O,321479,.,.,.,1
USA,01,2011,2011,12,1,267,O,327320,.,.,.,1
USA,01,2011,2011,TOT,1,267,O,3953590,.,.,.,1
USA,01,2012,2012,1,1,267,O,316315,.,.,.,1
USA,01,2012,2012,2,1,267,O,304505,.,.,.,1
USA,01,2012,2012,3,1,267,O,324322,.,.,.,1
USA,01,2012,2012,4,1,267,O,306700,.,.,.,1
USA,01,2012,2012,5,1,267,O,330146,.,.,.,1
USA,01,2012,2012,6,1,267,O,327189,.,.,.,1
USA,01,2012,2012,7,1,267,O,347542,.,.,.,1
USA,01,2012,2012,8,1,267,O,361114,.,.,.,1
USA,01,2012,2012,9,1,267,O,340113,.,.,.,1
USA,01,2012,2012,10,1,267,O,345497,.,.,.,1
USA,01,2012,2012,11,1,267,O,325146,.,.,.,1
USA,01,2012,2012,12,1,267,O,324252,.,.,.,1
USA,01,2012,2012,TOT,1,267,O,3952841,.,.,.,1
USA,01,2013,2013,1,1,267,O,323691,.,.,.,1
USA,01,2013,2013,2,1,267,O,291748,.,.,.,1
USA,01,2013,2013,3,1,267,O,320529,.,.,.,1
USA,01,2013,2013,4,1,267,O,311645,.,.,.,1
USA,01,2013,2013,5,1,267,O,329520,.,.,.,1
USA,01,2013,2013,6,1,267,O,319779,.,.,.,1
USA,01,2013,2013,7,1,267,O,349158,.,.,.,1
USA,01,2013,2013,8,1,267,O,353485,.,.,.,1
USA,01,2013,2013,9,1,267,O,338008,.,.,.,1
USA,01,2013,2013,10,1,267,O,340562,.,.,.,1
USA,01,2013,2013,11,1,267,O,318482,.,.,.,1
USA,01,2013,2013,12,1,267,O,335574,.,.,.,1
USA,01,2013,2013,TOT,1,267,O,3932181,.,.,.,1
USA,01,2014,2014,1,1,275,O,326366,.,.,.,1
USA,01,2014,2014,2,1,275,O,298404,.,.,.,1
USA,01,2014,2014,3,1,275,O,323572,.,.,.,1
USA,01,2014,2014,4,1,275,O,318990,.,.,.,1
USA,01,2014,2014,5,1,275,O,334613,.,.,.,1
USA,01,2014,2014,6,1,275,O,325981,.,.,.,1
USA,01,2014,2014,7,1,275,O,355524,.,.,.,1
USA,01,2014,2014,8,1,275,O,354257,.,.,.,1
USA,01,2014,2014,9,1,275,O,348424,.,.,.,1
USA,01,2014,2014,10,1,275,O,343356,.,.,.,1
USA,01,2014,2014,11,1,275,O,317998,.,.,.,1
USA,01,2014,2014,12,1,275,O,340591,.,.,.,1
USA,01,2014,2014,TOT,1,275,O,3988076,.,.,.,1
USA,01,2015,2015,1,1,282,O,325955,.,.,.,1
USA,01,2015,2015,2,1,282,O,298058,.,.,.,1
USA,01,2015,2015,3,1,282,O,328923,.,.,.,1
USA,01,2015,2015,4,1,282,O,320832,.,.,.,1
USA,01,2015,2015,5,1,282,O,327917,.,.,.,1
USA,01,2015,2015,6,1,282,O,330541,.,.,.,1
USA,01,2015,2015,7,1,282,O,353415,.,.,.,1
USA,01,2015,2015,8,1,282,O,351791,.,.,.,1
USA,01,2015,2015,9,1,282,O,347516,.,.,.,1
USA,01,2015,2015,10,1,282,O,339007,.,.,.,1
USA,01,2015,2015,11,1,282,O,318820,.,.,.,1
USA,01,2015,2015,12,1,282,O,335722,.,.,.,1
USA,01,2015,2015,TOT,1,282,O,3978497,.,.,.,1
